module_annotation,module,node,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count,degree,module_content_number,llm_module_name
AGE-RAGE signaling pathway in diabetic complications - Macaca fascicularis (crab-eating macaque),Functional_module_31,mcf04933,AGE-RAGE signaling pathway in diabetic complications - Macaca fascicularis (crab-eating macaque),16/553,101/10949,0.158415841584158,3.13651907686248,4.9749583383707,4.24809852474483e-5,3.66017766356701e-4,1.81973516618281e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000003965/ENSMFAG00000031556/ENSMFAG00000044981/ENSMFAG00000031022/ENSMFAG00000039013/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000043991/ENSMFAG00000054210/ENSMFAG00000020572/ENSMFAG00000041937/ENSMFAG00000043247/ENSMFAG00000008235,16,0,1,AGE-RAGE signaling pathway in diabetic complications - Macaca fascicularis (crab-eating macaque)
Thyroid hormone signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_32,mcf04919,Thyroid hormone signaling pathway - Macaca fascicularis (crab-eating macaque),18/553,123/10949,0.146341463414634,2.89745512283333,4.88075358596144,4.29206501265187e-5,3.66017766356701e-4,1.81973516618281e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000044118/ENSMFAG00000003635/ENSMFAG00000017985/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000039013/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000034219/ENSMFAG00000036451/ENSMFAG00000002620/ENSMFAG00000042359/ENSMFAG00000034131/ENSMFAG00000020572/ENSMFAG00000032083/ENSMFAG00000043247,18,0,1,Thyroid hormone signaling pathway - Macaca fascicularis (crab-eating macaque)
cell-cell signaling,Functional_module_137,GO:0007267,cell-cell signaling,58/1420,363/15876,0.159779614325069,1.78638109649633,4.7502388888823,9.49610387319983e-6,4.31545164904303e-4,3.66072027673294e-4,ENSMFAG00000036614/ENSMFAG00000042771/ENSMFAG00000004075/ENSMFAG00000040724/ENSMFAG00000033914/ENSMFAG00000001940/ENSMFAG00000003495/ENSMFAG00000043573/ENSMFAG00000041327/ENSMFAG00000001652/ENSMFAG00000001913/ENSMFAG00000031490/ENSMFAG00000033872/ENSMFAG00000046358/ENSMFAG00000004661/ENSMFAG00000033709/ENSMFAG00000000666/ENSMFAG00000011695/ENSMFAG00000030419/ENSMFAG00000003353/ENSMFAG00000046085/ENSMFAG00000031591/ENSMFAG00000040160/ENSMFAG00000007024,24,0,1,cell-cell signaling
Lysosome - Macaca fascicularis (crab-eating macaque),Functional_module_33,mcf04142,Lysosome - Macaca fascicularis (crab-eating macaque),19/553,137/10949,0.138686131386861,2.74588508599411,4.74263546679605,5.65407679544014e-5,4.69135561135168e-4,2.33240721291272e-4,ENSMFAG00000031057/ENSMFAG00000035773/ENSMFAG00000026553/ENSMFAG00000035936/ENSMFAG00000042803/ENSMFAG00000036571/ENSMFAG00000039960/ENSMFAG00000045733/ENSMFAG00000032985/ENSMFAG00000044102/ENSMFAG00000009940/ENSMFAG00000022085/ENSMFAG00000044496/ENSMFAG00000044255/ENSMFAG00000039184/ENSMFAG00000037815/ENSMFAG00000032523/ENSMFAG00000044291/ENSMFAG00000003619,19,0,1,Lysosome - Macaca fascicularis (crab-eating macaque)
Wnt signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_34,mcf04310,Wnt signaling pathway - Macaca fascicularis (crab-eating macaque),22/553,174/10949,0.126436781609195,2.5033568206855,4.61025430067023,6.35855586610558e-5,5.13704381814319e-4,2.55399058333881e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000003655/ENSMFAG00000007211/ENSMFAG00000044118/ENSMFAG00000041658/ENSMFAG00000031022/ENSMFAG00000005295/ENSMFAG00000000113/ENSMFAG00000039013/ENSMFAG00000044870/ENSMFAG00000043366/ENSMFAG00000030743/ENSMFAG00000038064/ENSMFAG00000003938/ENSMFAG00000002620/ENSMFAG00000040946/ENSMFAG00000030995/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000043247/ENSMFAG00000036168,22,0,1,Wnt signaling pathway - Macaca fascicularis (crab-eating macaque)
extrinsic component of plasma membrane,Functional_module_180,GO:0019897;GO:0019898,extrinsic component of plasma membrane;extrinsic component of membrane,23/1404,106/15549;144/15549,0.216981132075472,2.40301967424609,4.566360576434,5.84729588602842e-5,6.64921075039804e-4,5.43402835724145e-4,ENSMFAG00000032077/ENSMFAG00000002978/ENSMFAG00000041470/ENSMFAG00000004661/ENSMFAG00000003513/ENSMFAG00000034335/ENSMFAG00000001747/ENSMFAG00000000074/ENSMFAG00000032853/ENSMFAG00000045995/ENSMFAG00000003995/ENSMFAG00000035912/ENSMFAG00000034131/ENSMFAG00000003777/ENSMFAG00000001206/ENSMFAG00000033868/ENSMFAG00000045395,17,1,2,extrinsic component of plasma membrane
FoxO signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_35,mcf04068,FoxO signaling pathway - Macaca fascicularis (crab-eating macaque),18/553,130/10949,0.138461538461538,2.74143830852692,4.60662684698919,9.00697787384354e-5,6.91285551817492e-4,3.43687313607188e-4,ENSMFAG00000037310/ENSMFAG00000003965/ENSMFAG00000042254/ENSMFAG00000041658/ENSMFAG00000002176/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000033615/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000000670/ENSMFAG00000003544/ENSMFAG00000001069/ENSMFAG00000054210/ENSMFAG00000042359/ENSMFAG00000040946,18,0,1,FoxO signaling pathway - Macaca fascicularis (crab-eating macaque)
Relaxin signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_36,mcf04926,Relaxin signaling pathway - Macaca fascicularis (crab-eating macaque),18/553,130/10949,0.138461538461538,2.74143830852692,4.60662684698919,9.00697787384354e-5,6.91285551817492e-4,3.43687313607188e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000003965/ENSMFAG00000044118/ENSMFAG00000031556/ENSMFAG00000041470/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000001655/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003513/ENSMFAG00000017605/ENSMFAG00000043991/ENSMFAG00000037539/ENSMFAG00000043247,18,0,1,Relaxin signaling pathway - Macaca fascicularis (crab-eating macaque)
Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_37,mcf04915,Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque),19/553,142/10949,0.133802816901408,2.64919899141685,4.56206513459794,9.2662374106708e-5,6.93837776847789e-4,3.4495620655899e-4,ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000036813/ENSMFAG00000040724/ENSMFAG00000050332/ENSMFAG00000030158/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000017985/ENSMFAG00000036522/ENSMFAG00000037140/ENSMFAG00000001655/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000037539/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000043008/ENSMFAG00000038633,19,0,1,Estrogen signaling pathway - Macaca fascicularis (crab-eating macaque)
Human papillomavirus infection - Macaca fascicularis (crab-eating macaque),Functional_module_38,mcf05165,Human papillomavirus infection - Macaca fascicularis (crab-eating macaque),35/553,354/10949,0.0988700564971751,1.9575556032325,4.22388394474517,1.06126744571253e-4,7.75735966270824e-4,3.85673633153676e-4,ENSMFAG00000035831/ENSMFAG00000038158/ENSMFAG00000031678/ENSMFAG00000002611/ENSMFAG00000044118/ENSMFAG00000031556/ENSMFAG00000003635/ENSMFAG00000039466/ENSMFAG00000036522/ENSMFAG00000033394/ENSMFAG00000000113/ENSMFAG00000039013/ENSMFAG00000032985/ENSMFAG00000001164/ENSMFAG00000009940/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000001779/ENSMFAG00000004544/ENSMFAG00000037073/ENSMFAG00000043991/ENSMFAG00000037539/ENSMFAG00000003544/ENSMFAG00000033948/ENSMFAG00000002620/ENSMFAG00000042359/ENSMFAG00000044421/ENSMFAG00000040946/ENSMFAG00000030995/ENSMFAG00000001695/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000001848/ENSMFAG00000003619/ENSMFAG00000028569,35,0,1,Human papillomavirus infection - Macaca fascicularis (crab-eating macaque)
protein domain specific binding,Functional_module_197,GO:0019904,protein domain specific binding,19/1457,70/15985,0.271428571428571,2.97788998921463,5.25191183184161,1.04986220938438e-5,7.95562252000162e-4,6.96224412539114e-4,ENSMFAG00000031830/ENSMFAG00000031286/ENSMFAG00000039431/ENSMFAG00000046002/ENSMFAG00000031700/ENSMFAG00000037140/ENSMFAG00000041702/ENSMFAG00000038875/ENSMFAG00000034151/ENSMFAG00000057813/ENSMFAG00000036456/ENSMFAG00000040160/ENSMFAG00000046093,13,0,1,protein domain specific binding
Chronic myeloid leukemia - Macaca fascicularis (crab-eating macaque),Functional_module_39,mcf05220;mcf05221,Chronic myeloid leukemia - Macaca fascicularis (crab-eating macaque);Acute myeloid leukemia - Macaca fascicularis (crab-eating macaque),13/553,77/10949;68/10949,0.168831168831169,3.34273502266269,4.7578487885686,1.12928588052938e-4,8.06257593773301e-4,4.00848109367834e-4,ENSMFAG00000003965/ENSMFAG00000042254/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000017605/ENSMFAG00000001069/ENSMFAG00000003506/ENSMFAG00000054210/ENSMFAG00000042359/ENSMFAG00000008415/ENSMFAG00000034429/ENSMFAG00000043191,16,1,2,Chronic myeloid leukemia - Macaca fascicularis (crab-eating macaque)
Sphingolipid signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_40,mcf04071,Sphingolipid signaling pathway - Macaca fascicularis (crab-eating macaque),17/553,121/10949,0.140495867768595,2.7817165573207,4.5452105084471,1.16932484257005e-4,8.14035413604513e-4,4.04715017907267e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000002611/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000040944/ENSMFAG00000043366/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003544/ENSMFAG00000001747/ENSMFAG00000000074/ENSMFAG00000003506/ENSMFAG00000000706/ENSMFAG00000043247/ENSMFAG00000046177,17,0,1,Sphingolipid signaling pathway - Macaca fascicularis (crab-eating macaque)
Hepatocellular carcinoma - Macaca fascicularis (crab-eating macaque),Functional_module_41,mcf05225,Hepatocellular carcinoma - Macaca fascicularis (crab-eating macaque),21/553,169/10949,0.124260355029586,2.460265148678,4.41227443367511,1.1932115183128e-4,8.14035413604513e-4,4.04715017907267e-4,ENSMFAG00000027291/ENSMFAG00000003965/ENSMFAG00000042254/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000039013/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000003544/ENSMFAG00000003814/ENSMFAG00000001069/ENSMFAG00000002620/ENSMFAG00000038693/ENSMFAG00000054210/ENSMFAG00000030995/ENSMFAG00000044011/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000043050,21,0,1,Hepatocellular carcinoma - Macaca fascicularis (crab-eating macaque)
Human T-cell leukemia virus 1 infection - Macaca fascicularis (crab-eating macaque),Functional_module_42,mcf05166,Human T-cell leukemia virus 1 infection - Macaca fascicularis (crab-eating macaque),26/553,234/10949,0.111111111111111,2.19991963029938,4.27918264895496,1.29154401554764e-4,8.6196524515897e-4,4.28544352984916e-4,ENSMFAG00000003655/ENSMFAG00000035831/ENSMFAG00000003965/ENSMFAG00000041228/ENSMFAG00000044118/ENSMFAG00000000676/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000003975/ENSMFAG00000001655/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000032688/ENSMFAG00000004544/ENSMFAG00000040740/ENSMFAG00000004018/ENSMFAG00000017605/ENSMFAG00000031934/ENSMFAG00000037539/ENSMFAG00000003544/ENSMFAG00000003238/ENSMFAG00000054210/ENSMFAG00000032756/ENSMFAG00000040946,26,0,1,Human T-cell leukemia virus 1 infection - Macaca fascicularis (crab-eating macaque)
Nicotine addiction - Macaca fascicularis (crab-eating macaque),Functional_module_43,mcf05033,Nicotine addiction - Macaca fascicularis (crab-eating macaque),9/553,40/10949,0.225,4.45483725135624,5.04849514645172,1.34165501197687e-4,8.76357635482766e-4,4.35699835916342e-4,ENSMFAG00000042771/ENSMFAG00000001913/ENSMFAG00000046358/ENSMFAG00000033709/ENSMFAG00000011695/ENSMFAG00000030419/ENSMFAG00000004019/ENSMFAG00000031591/ENSMFAG00000007024,9,0,1,Nicotine addiction - Macaca fascicularis (crab-eating macaque)
Cholinergic synapse - Macaca fascicularis (crab-eating macaque),Functional_module_44,mcf04725,Cholinergic synapse - Macaca fascicularis (crab-eating macaque),16/553,112/10949,0.142857142857143,2.8284680960992,4.48578739500038,1.5113338846415e-4,9.66623963718625e-4,4.80577660686442e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000044118/ENSMFAG00000041470/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003513/ENSMFAG00000037539/ENSMFAG00000000074/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000043008,16,0,1,Cholinergic synapse - Macaca fascicularis (crab-eating macaque)
Osteoclast differentiation - Macaca fascicularis (crab-eating macaque),Functional_module_45,mcf04380,Osteoclast differentiation - Macaca fascicularis (crab-eating macaque),18/553,136/10949,0.132352941176471,2.62049250079779,4.38571294674748,1.62075622895145e-4,0.00101545339242468,5.04854249619678e-4,ENSMFAG00000003655/ENSMFAG00000003965/ENSMFAG00000003984/ENSMFAG00000038478/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000001846/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000034429/ENSMFAG00000038102/ENSMFAG00000017605/ENSMFAG00000000074/ENSMFAG00000003506/ENSMFAG00000054210/ENSMFAG00000035688/ENSMFAG00000040095,18,0,1,Osteoclast differentiation - Macaca fascicularis (crab-eating macaque)
Ubiquitin mediated proteolysis - Macaca fascicularis (crab-eating macaque),Functional_module_46,mcf04120,Ubiquitin mediated proteolysis - Macaca fascicularis (crab-eating macaque),20/553,161/10949,0.124223602484472,2.45953747486887,4.30283352858777,1.72901799572585e-4,0.00102640233872363,5.10297751122669e-4,ENSMFAG00000037923/ENSMFAG00000045719/ENSMFAG00000038070/ENSMFAG00000039050/ENSMFAG00000008985/ENSMFAG00000005295/ENSMFAG00000042101/ENSMFAG00000045981/ENSMFAG00000042381/ENSMFAG00000030518/ENSMFAG00000059963/ENSMFAG00000042518/ENSMFAG00000033436/ENSMFAG00000032021/ENSMFAG00000006846/ENSMFAG00000038832/ENSMFAG00000002210/ENSMFAG00000042359/ENSMFAG00000040156/ENSMFAG00000041306,20,0,1,Ubiquitin mediated proteolysis - Macaca fascicularis (crab-eating macaque)
Aldosterone synthesis and secretion - Macaca fascicularis (crab-eating macaque),Functional_module_47,mcf04925;mcf04960;mcf04927,Aldosterone synthesis and secretion - Macaca fascicularis (crab-eating macaque);Aldosterone-regulated sodium reabsorption - Macaca fascicularis (crab-eating macaque);Cortisol synthesis and secretion - Macaca fascicularis (crab-eating macaque),15/553,102/10949;37/10949;67/10949,0.147058823529412,2.91165833421976,4.47355071298745,1.7388463912383e-4,0.00102640233872363,5.10297751122669e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000034151/ENSMFAG00000034219/ENSMFAG00000037539/ENSMFAG00000039957/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000008235/ENSMFAG00000037310/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000032021/ENSMFAG00000033681/ENSMFAG00000002296,21,2,3,Aldosterone Signaling and Sodium Regulation in the Adrenal Cortex
Long-term depression - Macaca fascicularis (crab-eating macaque),Functional_module_48,mcf04730,Long-term depression - Macaca fascicularis (crab-eating macaque),11/553,60/10949,0.183333333333333,3.62986738999397,4.71099128486437,1.77087399762242e-4,0.00102640233872363,5.10297751122669e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000042771/ENSMFAG00000036522/ENSMFAG00000043573/ENSMFAG00000031022/ENSMFAG00000001747/ENSMFAG00000011695/ENSMFAG00000001069/ENSMFAG00000035688/ENSMFAG00000043247,11,0,1,Long-term depression - Macaca fascicularis (crab-eating macaque)
Melanoma - Macaca fascicularis (crab-eating macaque),Functional_module_49,mcf05218,Melanoma - Macaca fascicularis (crab-eating macaque),12/553,70/10949,0.171428571428571,3.39416171531904,4.63452082542324,1.77196494958803e-4,0.00102640233872363,5.10297751122669e-4,ENSMFAG00000042254/ENSMFAG00000038478/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000003544/ENSMFAG00000001069/ENSMFAG00000034537/ENSMFAG00000042359/ENSMFAG00000031697,12,0,1,Melanoma - Macaca fascicularis (crab-eating macaque)
Amphetamine addiction - Macaca fascicularis (crab-eating macaque),Functional_module_50,mcf05031,Amphetamine addiction - Macaca fascicularis (crab-eating macaque),12/553,71/10949,0.169014084507042,3.34635662073708,4.57451959848314,2.03646380739937e-4,0.00115776738679927,5.75608678504694e-4,ENSMFAG00000027291/ENSMFAG00000003655/ENSMFAG00000035831/ENSMFAG00000042771/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000031022/ENSMFAG00000001913/ENSMFAG00000037539/ENSMFAG00000011695/ENSMFAG00000007024,12,0,1,Amphetamine addiction - Macaca fascicularis (crab-eating macaque)
"Growth hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",Functional_module_51,mcf04935,"Growth hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)",17/553,127/10949,0.133858267716535,2.65029687744728,4.31426679280466,2.13095607278355e-4,0.00118946093517191,5.91365800102612e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000044118/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000001164/ENSMFAG00000001655/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000037539/ENSMFAG00000002620/ENSMFAG00000043924/ENSMFAG00000035688/ENSMFAG00000040095/ENSMFAG00000043247,17,0,1,"Growth hormone synthesis, secretion and action - Macaca fascicularis (crab-eating macaque)"
regulation of cellular component organization,Functional_module_138,GO:0051128;GO:0032879;GO:0031344;GO:0120035;GO:0032535;GO:0008361;GO:0061387;GO:0051049;GO:0050919;GO:0034762;GO:0030334;GO:0044087;GO:0050920;GO:0051493,regulation of cellular component organization;regulation of localization;regulation of cell projection organization;regulation of plasma membrane bounded cell projection organization;regulation of cellular component size;regulation of cell size;regulation of extent of cell growth;regulation of transport;negative chemotaxis;regulation of transmembrane transport;regulation of cell migration;regulation of cellular component biogenesis;regulation of chemotaxis;regulation of cytoskeleton organization,72/1420,499/15876;397/15876;128/15876;125/15876;120/15876;42/15876;29/15876;326/15876;19/15876;127/15876;154/15876;188/15876;41/15876;199/15876,0.144288577154309,1.61318693725479,4.361986624314,3.16847358374757e-5,0.00119991268125255,0.00101786441832671,ENSMFAG00000003264/ENSMFAG00000036947/ENSMFAG00000001017/ENSMFAG00000002250/ENSMFAG00000004075/ENSMFAG00000033235/ENSMFAG00000037535/ENSMFAG00000045944/ENSMFAG00000045940/ENSMFAG00000038895/ENSMFAG00000038070/ENSMFAG00000042431/ENSMFAG00000043612/ENSMFAG00000031053/ENSMFAG00000032113/ENSMFAG00000041588/ENSMFAG00000035179/ENSMFAG00000000599/ENSMFAG00000041327/ENSMFAG00000039255/ENSMFAG00000043366/ENSMFAG00000002025/ENSMFAG00000052498/ENSMFAG00000004661/ENSMFAG00000038900/ENSMFAG00000032688/ENSMFAG00000003543/ENSMFAG00000030822/ENSMFAG00000032021/ENSMFAG00000041030/ENSMFAG00000031946/ENSMFAG00000031656/ENSMFAG00000044648/ENSMFAG00000001904/ENSMFAG00000000365/ENSMFAG00000041258/ENSMFAG00000002620/ENSMFAG00000032756/ENSMFAG00000039677/ENSMFAG00000000459/ENSMFAG00000040321/ENSMFAG00000034040/ENSMFAG00000043088/ENSMFAG00000001399/ENSMFAG00000041306/ENSMFAG00000044993/ENSMFAG00000032077/ENSMFAG00000034037/ENSMFAG00000001584/ENSMFAG00000036517/ENSMFAG00000046002/ENSMFAG00000033963/ENSMFAG00000045895/ENSMFAG00000003495/ENSMFAG00000036819/ENSMFAG00000036449/ENSMFAG00000042166/ENSMFAG00000039113/ENSMFAG00000001553/ENSMFAG00000042661/ENSMFAG00000033117/ENSMFAG00000046382/ENSMFAG00000043421/ENSMFAG00000062653/ENSMFAG00000032674/ENSMFAG00000039417/ENSMFAG00000041742/ENSMFAG00000001773/ENSMFAG00000046085/ENSMFAG00000045995/ENSMFAG00000020572/ENSMFAG00000039040/ENSMFAG00000046093/ENSMFAG00000001785/ENSMFAG00000043247/ENSMFAG00000043008/ENSMFAG00000040038/ENSMFAG00000044647/ENSMFAG00000002402/ENSMFAG00000034602/ENSMFAG00000035511/ENSMFAG00000003779/ENSMFAG00000031700/ENSMFAG00000042541/ENSMFAG00000032749/ENSMFAG00000034429/ENSMFAG00000037073/ENSMFAG00000043991/ENSMFAG00000042942/ENSMFAG00000043924/ENSMFAG00000031697/ENSMFAG00000031062/ENSMFAG00000043092,93,7,14,Regulation of Cell Migration and Projection Organization
Endocytosis - Macaca fascicularis (crab-eating macaque),Functional_module_52,mcf04144,Endocytosis - Macaca fascicularis (crab-eating macaque),27/553,257/10949,0.105058365758755,2.08007965043871,4.04100785775455,2.44737152090065e-4,0.00131814571388859,6.55344174571734e-4,ENSMFAG00000041357/ENSMFAG00000038711/ENSMFAG00000003965/ENSMFAG00000045719/ENSMFAG00000030106/ENSMFAG00000035372/ENSMFAG00000044100/ENSMFAG00000044981/ENSMFAG00000039260/ENSMFAG00000046054/ENSMFAG00000035179/ENSMFAG00000038846/ENSMFAG00000026056/ENSMFAG00000033436/ENSMFAG00000032021/ENSMFAG00000031946/ENSMFAG00000032866/ENSMFAG00000032523/ENSMFAG00000044097/ENSMFAG00000045752/ENSMFAG00000001770/ENSMFAG00000042359/ENSMFAG00000040321/ENSMFAG00000036401/ENSMFAG00000000038/ENSMFAG00000038633/ENSMFAG00000044993,27,0,1,Endocytosis - Macaca fascicularis (crab-eating macaque)
cell migration,Functional_module_139,GO:0016477;GO:0090497;GO:0048870,cell migration;mesenchymal cell migration;cell motility,57/1420,372/15876;26/15876;439/15876,0.153225806451613,1.71310767832803,4.36195993460957,3.90005357970137e-5,0.00142421599473023,0.00120813689837366,ENSMFAG00000003779/ENSMFAG00000031286/ENSMFAG00000031700/ENSMFAG00000038895/ENSMFAG00000030114/ENSMFAG00000042541/ENSMFAG00000032749/ENSMFAG00000030983/ENSMFAG00000001975/ENSMFAG00000034429/ENSMFAG00000042994/ENSMFAG00000041030/ENSMFAG00000037073/ENSMFAG00000043991/ENSMFAG00000042783/ENSMFAG00000042942/ENSMFAG00000000365/ENSMFAG00000033948/ENSMFAG00000003995/ENSMFAG00000032756/ENSMFAG00000000326/ENSMFAG00000044029/ENSMFAG00000001695/ENSMFAG00000043924/ENSMFAG00000034040/ENSMFAG00000001732/ENSMFAG00000031697/ENSMFAG00000044647/ENSMFAG00000031062/ENSMFAG00000043092/ENSMFAG00000045941/ENSMFAG00000002088/ENSMFAG00000039842/ENSMFAG00000003544,34,2,3,Regulation of Cell Migration and Motility in Inflammation and Development
GnRH secretion - Macaca fascicularis (crab-eating macaque),Functional_module_53,mcf04929;mcf04912,GnRH secretion - Macaca fascicularis (crab-eating macaque);GnRH signaling pathway - Macaca fascicularis (crab-eating macaque),11/553,63/10949;95/10949,0.174603174603175,3.45701656189902,4.51066961495244,2.77395763337868e-4,0.00143399479439062,7.12941008697547e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000038158/ENSMFAG00000040724/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000043008/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000001655/ENSMFAG00000038064/ENSMFAG00000037837/ENSMFAG00000040095,18,1,2,GnRH secretion - Macaca fascicularis (crab-eating macaque)
ErbB signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_54,mcf04012,ErbB signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,84/10949,0.154761904761905,3.06417377077413,4.37993693717355,2.78277561965726e-4,0.00143399479439062,7.12941008697547e-4,ENSMFAG00000042352/ENSMFAG00000003264/ENSMFAG00000027291/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000001164/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000002201/ENSMFAG00000001069/ENSMFAG00000002620/ENSMFAG00000044011,13,0,1,ErbB signaling pathway - Macaca fascicularis (crab-eating macaque)
Yersinia infection - Macaca fascicularis (crab-eating macaque),Functional_module_55,mcf05135,Yersinia infection - Macaca fascicularis (crab-eating macaque),18/553,142/10949,0.126760563380282,2.50976746555281,4.17636534571942,2.80259568936277e-4,0.00143399479439062,7.12941008697547e-4,ENSMFAG00000002088/ENSMFAG00000038711/ENSMFAG00000041228/ENSMFAG00000003018/ENSMFAG00000030106/ENSMFAG00000036522/ENSMFAG00000001164/ENSMFAG00000043366/ENSMFAG00000030983/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000017605/ENSMFAG00000044097/ENSMFAG00000002620/ENSMFAG00000043088/ENSMFAG00000040095/ENSMFAG00000045941,18,0,1,Yersinia infection - Macaca fascicularis (crab-eating macaque)
