category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Organismal Systems,Nervous system,mcf04724,Glutamatergic synapse - Macaca fascicularis (crab-eating macaque),21/1097,116/10949,0.1810344827586207,1.8068792631942916,2.915222343013429,0.0052397850719509255,0.015177308484271646,0.007988057096985076,102134477/102135875/102123532/102119905/102117763/101865995/101926738/101866847/102116971/102116992/101926461/102143695/102125173/101925220/101925741/102115744/102117956/101925341/102145011/101865389/102140615,21
Human Diseases,Cancer: specific types,mcf05226,Gastric cancer - Macaca fascicularis (crab-eating macaque),25/1097,147/10949,0.17006802721088435,1.6974246398650619,2.840614988800149,0.005731407240298657,0.01645942592085768,0.008662855747819833,102141214/102142026/102145859/101866246/102133756/101866436/102123512/102118238/102146984/102128641/102115080/102146086/102138313/102138724/102116470/101865745/102135329/101925163/102115287/102135998/102122725/102145011/102118276/102134273/102143086,25
Organismal Systems,Aging,mcf04211,Longevity regulating pathway - Macaca fascicularis (crab-eating macaque),17/1097,88/10949,0.19318181818181818,1.928120079555813,2.9168836382827306,0.005875266384332758,0.01672957207742209,0.00880503793548531,102128018/102142026/102146075/101866246/102144683/102125971/101925838/101926461/101925779/101865915/101925741/102117938/102135998/102122725/101866278/102134009/101864901,17
Organismal Systems,Excretory system,mcf04961,Endocrine and other factor-regulated calcium reabsorption - Macaca fascicularis (crab-eating macaque),12/1097,54/10949,0.2222222222222222,2.217968196090347,2.993834006928939,0.006219468082516282,0.01756085105651656,0.009242553187640293,102124503/101866950/102115223/102144572/102135875/101926562/102135212/102116992/101926461/101925220/102118932/102140615,12
Organismal Systems,Endocrine system,mcf04914,Progesterone-mediated oocyte maturation - Macaca fascicularis (crab-eating macaque),18/1097,96/10949,0.1875,1.8714106654512306,2.8614890785668963,0.006448929682188259,0.018057003110127125,0.009503685847435328,102128018/102141214/102134699/102142026/101866246/101866436/102119905/101866865/101926461/101867310/102118497/101925741/101867410/101926770/102125259/102122725/102145011/102145817,18
Organismal Systems,Aging,mcf04213,Longevity regulating pathway - multiple species - Macaca fascicularis (crab-eating macaque),13/1097,61/10949,0.21311475409836064,2.1270678601850053,2.9454349343376243,0.006526423124236319,0.018122960080523994,0.009538400042381049,102128018/102142026/102146075/101866246/102144683/102125971/101926461/101925779/101925741/102122725/102125039/102134009/102118687,13
Organismal Systems,Endocrine system,mcf04918,Thyroid hormone synthesis - Macaca fascicularis (crab-eating macaque),15/1097,75/10949,0.2,1.996171376481313,2.8885409760173246,0.006743337806475889,0.018571815598163104,0.009774639788506897,102130757/102124503/101864775/102135875/101925838/102140826/102116992/101926461/101925220/101925741/102115744/102117938/101865389/102130389/102140615,15
Environmental Information Processing,Signal transduction,mcf04340,Hedgehog signaling pathway - Macaca fascicularis (crab-eating macaque),12/1097,55/10949,0.21818181818181817,2.177641501615977,2.9215227210086154,0.007248351723337674,0.019800375439361452,0.010421250231242867,101925308/101866371/102129406/102133756/102143687/102118238/102123469/101926774/101926461/102144316/102135329/102128940,12
Metabolism,Carbohydrate metabolism,mcf00640,Propanoate metabolism - Macaca fascicularis (crab-eating macaque),9/1097,36/10949,0.25,2.4952142206016408,2.9984105563564905,0.007665922287439361,0.020772176520803428,0.010932724484633383,102138812/101865465/102132641/102136623/101867049/101926273/101926860/102129929/102142372,9
Human Diseases,Infectious disease: bacterial,mcf05133,Pertussis - Macaca fascicularis (crab-eating macaque),16/1097,84/10949,0.19047619047619047,1.9011155966488693,2.7663924513106344,0.008493297978441228,0.022829984966050022,0.012015781561078957,102140557/102142263/102125658/102137207/101866354/102123546/102137096/102114969/102119905/102118497/101926770/101865168/102145011/102142532/102143877/102127213,16
Cellular Processes,Cellular community - eukaryotes,mcf04530,Tight junction - Macaca fascicularis (crab-eating macaque),28/1097,176/10949,0.1590909090909091,1.5878635949283169,2.623451723099548,0.009110143567549174,0.024216171472621884,0.012745353406643097,102132718/102133054/102114934/102125257/102143429/102136275/102144683/101925657/101865477/101926461/101925222/102118497/102140851/102141554/102135329/101865352/102117163/101926197/102145680/102117220/101925934/101865696/101867463/102126561/101865530/102127552/102115718/102124166,28
Organismal Systems,Circulatory system,mcf04270,Vascular smooth muscle contraction - Macaca fascicularis (crab-eating macaque),23/1097,137/10949,0.1678832116788321,1.6756183087251892,2.6553219267230013,0.00915313624113982,0.024216171472621884,0.012745353406643097,102141214/102133054/101866436/102135875/102116992/101926461/102139202/101864805/102143695/102140851/101925220/101925741/102115744/102141554/101865168/102122483/102117220/102121021/102127819/102145011/101865389/102136158/102140615,23
Cellular Processes,Cellular community - eukaryotes,mcf04550,Signaling pathways regulating pluripotency of stem cells - Macaca fascicularis (crab-eating macaque),24/1097,145/10949,0.16551724137931034,1.6520038977776381,2.6372446012518793,0.009371122657963938,0.024599196977155336,0.012946945777450177,102128018/102141214/102142026/102132657/101866246/102122481/101866775/102133756/102146984/102134051/102146086/101866351/101867066/102119008/102127693/101926770/102122724/101925163/102144714/102122725/102145310/102145011/102118276/102143086,24
Human Diseases,Substance dependence,mcf05031,Amphetamine addiction - Macaca fascicularis (crab-eating macaque),14/1097,71/10949,0.19718309859154928,1.9680562866717166,2.7306356969587946,0.00986207150727993,0.025687256018961678,0.013519608431032462,102134477/102119567/101925100/102135875/101925838/101865995/101926738/102116992/101926461/102117938/101865168/102125039/102134009/101864901,14
Human Diseases,Cardiovascular disease,mcf05415,Diabetic cardiomyopathy - Macaca fascicularis (crab-eating macaque),36/1097,242/10949,0.1487603305785124,1.484755569283621,2.5445154696043324,0.010050791343582482,0.025977429934182415,0.013672331544306533,102133372/102142026/102132307/102132064/101866246/102131011/102133756/102135875/102125635/102137128/102135041/7857743/102146086/102146743/102116992/102119067/101867036/102118497/101925220/102117222/101867359/101926770/101925163/102115287/102122725/102125232/101925579/102134273/101865238/102136158/102124562/102127185/102116568/102120405/101926577/102140615,36
Organismal Systems,Digestive system,mcf04973,Carbohydrate digestion and absorption - Macaca fascicularis (crab-eating macaque),10/1097,44/10949,0.22727272727272727,2.26837656418331,2.813003152153698,0.01023960993664586,0.02618835488615563,0.013783344676924015,102124503/102142026/101866246/102116992/102123076/107126374/101925220/102122725/102145864/102140615,10
Environmental Information Processing,Signal transduction,mcf04024,cAMP signaling pathway - Macaca fascicularis (crab-eating macaque),34/1097,226/10949,0.1504424778761062,1.5015448407160317,2.542227079304092,0.010288282276703998,0.02618835488615563,0.013783344676924015,102133372/102124503/101865181/102141214/102142026/102133054/101866950/102144572/102132307/101866246/101866436/102143455/102119905/102137767/101865995/102146467/101926461/101867458/101864805/101866132/102118497/102140851/101925741/101867359/102131731/102142641/101925799/101865168/102122725/102145011/101865530/102122757/102124166/101864901,34
Genetic Information Processing,"Folding, sorting and degradation",mcf04130,SNARE interactions in vesicular transport - Macaca fascicularis (crab-eating macaque),8/1097,32/10949,0.25,2.4952142206016408,2.826410640693524,0.011694519240134022,0.029544048606654372,0.015549499266660195,102127507/101866750/102145750/102137292/102137800/101867315/101926569/102128724,8
Environmental Information Processing,Signal transduction,mcf04066,HIF-1 signaling pathway - Macaca fascicularis (crab-eating macaque),20/1097,117/10949,0.17094017094017094,1.7061293816079595,2.562308364825011,0.01192750181542642,0.029907765746143858,0.01574092934007571,102128018/102140241/102141214/102142026/101866246/102135875/101926366/102118770/101866092/102138724/102116992/107126374/101865926/102131731/102117471/102138221/102122725/102123994/102145011/102145864,20
Human Diseases,Cancer: overview,mcf05203,Viral carcinogenesis - Macaca fascicularis (crab-eating macaque),33/1097,222/10949,0.14864864864864866,1.4836408879253,2.429231272356924,0.013451862404573056,0.03348019087360405,0.01762115309137055,102140874/102142026/102145859/102136443/101866246/102118154/101867170/102131212/101925838/102136323/102121227/101926461/101865058/101867458/102115184/102145713/102135329/102131731/102117938/101865381/101926395/102135998/101926528/102122725/102125039/102145011/102131773/102118276/101925934/102139788/102127552/101926880/102116568,33
Environmental Information Processing,Signal transduction,mcf04390,Hippo signaling pathway - Macaca fascicularis (crab-eating macaque),25/1097,158/10949,0.15822784810126583,1.5792495067098993,2.4472135937525112,0.014106812451976867,0.03485212488135461,0.018343223621765586,102114934/102132657/102134227/102122481/102125257/101866775/102133756/102143687/102146984/102131212/101865477/102146086/101926774/102117411/102116470/102115184/101867066/102126115/102135329/102138168/101926197/101925163/102115287/102134273/102115718,25
Environmental Information Processing,Signaling molecules and interaction,mcf04512,ECM-receptor interaction - Macaca fascicularis (crab-eating macaque),16/1097,89/10949,0.1797752808988764,1.7943113496461238,2.510610641799456,0.014636997841772784,0.03563790778866417,0.018756793572981142,102130928/102131342/102130741/102132631/102114969/102132675/102127262/102120608/102129690/102139846/102116249/102145776/102141221/101925271/101867504/101926577,16
Organismal Systems,Digestive system,mcf04970,Salivary secretion - Macaca fascicularis (crab-eating macaque),16/1097,89/10949,0.1797752808988764,1.7943113496461238,2.510610641799456,0.014636997841772784,0.03563790778866417,0.018756793572981142,102124503/101866950/102144572/102135875/102116992/101926461/102123076/102139202/101925220/101925741/102115744/101865168/102122483/101865389/102117126/102140615,16
Metabolism,Carbohydrate metabolism,mcf00520,Amino sugar and nucleotide sugar metabolism - Macaca fascicularis (crab-eating macaque),9/1097,40/10949,0.225,2.245692798541477,2.6336434895086844,0.01549934746849513,0.03719843392438831,0.01957812311809911,101865269/102131011/102125411/102133835/107126374/101926783/102120405/102145864/101865104,9
Human Diseases,Cancer: specific types,mcf05219,Bladder cancer - Macaca fascicularis (crab-eating macaque),9/1097,40/10949,0.225,2.245692798541477,2.6336434895086844,0.01549934746849513,0.03719843392438831,0.01957812311809911,102140241/102141214/102145859/101866436/102136323/102138724/102135329/102135998/102145011,9
Human Diseases,Infectious disease: viral,mcf05169,Epstein-Barr virus infection - Macaca fascicularis (crab-eating macaque),33/1097,225/10949,0.14666666666666667,1.463859009419629,2.345888461731744,0.01620223371239036,0.03860957820824936,0.020320830635920713,102140874/102142026/102138947/102145859/102124843/102146944/101866246/102118154/102125035/102130095/102115080/102136323/101925060/101867458/101865975/102115964/102118497/102145713/102135329/101926770/101925134/102117471/102135998/102122725/102125039/102140649/102144774/102137473/102136845/102123783/102142346/101867173/101867504,33
Cellular Processes,Cell growth and death,mcf04114,Oocyte meiosis - Macaca fascicularis (crab-eating macaque),21/1097,129/10949,0.16279069767441862,1.6247906552754872,2.3819040162221445,0.017229274611183988,0.04076786105181563,0.021456768974639804,102128018/101865955/102141214/102134699/102134477/102143687/102131212/101865477/101926738/101926461/102115184/101867310/101925723/101925741/102115744/101867410/101926770/102125259/101865168/102145011/101865389,21
Cellular Processes,Transport and catabolism,mcf04142,Lysosome - Macaca fascicularis (crab-eating macaque),22/1097,137/10949,0.16058394160583941,1.602765338780616,2.3689944456253813,0.017426129256644905,0.04094531070092789,0.021550163526804153,102140912/102119638/102132387/101926323/101867471/102119759/102131405/102116401/102125635/102137349/101925314/102143866/102143748/102117130/101926423/102144702/101866080/101865648/102141131/102119735/101866922/102141447,22
Human Diseases,Infectious disease: viral,mcf05164,Influenza A - Macaca fascicularis (crab-eating macaque),28/1097,186/10949,0.15053763440860216,1.5024945844483,2.3063737905786286,0.01848265682229847,0.04312619925202976,0.022697999606331454,102140874/102141214/102134770/102142026/102117091/101866246/101864918/102135875/102137059/101865725/102116992/101867458/101925881/102115964/101925859/102119008/102131731/102134229/101925134/102138221/102122725/102140649/102145011/102144774/102142532/102137473/102135560/102135101,28
Organismal Systems,Environmental adaptation,mcf04713,Circadian entrainment - Macaca fascicularis (crab-eating macaque),17/1097,101/10949,0.16831683168316833,1.6799462079298177,2.2907036680762096,0.022365892298742463,0.05182717111984461,0.027277458484128738,102132307/102130020/102135875/102123532/102119905/101865995/102116992/101926461/102125173/101925220/101925741/101865168/102122483/101925341/102145011/101865389/102140615,17
Genetic Information Processing,Chromosome,mcf03082,ATP-dependent chromatin remodeling - Macaca fascicularis (crab-eating macaque),19/1097,118/10949,0.16101694915254236,1.6070871251332601,2.2124132712181037,0.02519804176799952,0.057990013931834505,0.030521059964123427,102123741/101925399/102116616/102132703/101865868/102115518/101926013/101865446/101866174/102124818/102140980/102126527/102125039/102140518/102138847/102125688/102137122/102142448/102129027,19
Genetic Information Processing,Information processing in viruses,mcf03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus - Macaca fascicularis (crab-eating macaque)",4/1097,12/10949,0.3333333333333333,3.326952294135521,2.6911475089828465,0.025727091531421435,0.05880478064324899,0.030949884549078415,102146832/102115306/102135470/102120328,4
Organismal Systems,Endocrine system,mcf04916,Melanogenesis - Macaca fascicularis (crab-eating macaque),17/1097,103/10949,0.1650485436893204,1.6473258932127337,2.2024968610578313,0.02662529348074581,0.06044661222655805,0.03181400643503055,102141214/102121325/102133756/102135875/102146984/102119905/102116992/101926461/102116470/101925209/101925220/101925741/102131731/101865168/102145011/102137242/102140615,17
Human Diseases,Cancer: overview,mcf05202,Transcriptional misregulation in cancer - Macaca fascicularis (crab-eating macaque),31/1097,217/10949,0.14285714285714285,1.4258366974866519,2.114175942239614,0.026981954698053506,0.06054701468679635,0.031866849835155975,102142327/102128018/102115311/102121325/101866775/101867139/102123512/102115080/101926602/101865995/102136323/102132310/102115306/101925550/102143079/102121884/101867066/102135088/101866174/102128204/102122893/102138168/102135998/102124214/102145310/102136120/102125039/101865484/102125981/102132944/102134273,31
Environmental Information Processing,Signal transduction,mcf04064,NF-kappa B signaling pathway - Macaca fascicularis (crab-eating macaque),18/1097,111/10949,0.16216216216216217,1.6185173322821453,2.185482315921144,0.027029917270891227,0.06054701468679635,0.031866849835155975,101867183/102138947/102117091/102118154/102131393/102115080/102116992/101867458/102124268/101865975/102115964/102125825/102145713/102138168/102117471/101925579/102136845/101867233,18
Organismal Systems,Digestive system,mcf04979,Cholesterol metabolism - Macaca fascicularis (crab-eating macaque),10/1097,51/10949,0.19607843137254902,1.957030761256189,2.285841378576637,0.02788588990429133,0.06205072190623766,0.03265827468749351,102121781/102119646/102119582/102121286/102132452/102134518/102121798/102117645/102116568/101926577,10
Human Diseases,Infectious disease: viral,mcf05162,Measles - Macaca fascicularis (crab-eating macaque),22/1097,144/10949,0.1527777777777778,1.524853134812114,2.115510389238059,0.02928152420642983,0.06472757982473963,0.03406714727617875,102140874/102142026/102146832/102117377/101866246/102133756/102137059/101867458/101865975/102115964/102125825/102118497/102135329/102132060/101925134/102135998/102122725/102144774/102135470/102120328/102137473/102135560,22
Cellular Processes,Cell motility,mcf04820,Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque),33/1097,236/10949,0.13983050847457626,1.395628292878884,2.050200323370443,0.030343701225770202,0.06663714778992673,0.03507218304732985,102131342/102124503/102130741/102144340/102145988/102114969/102145961/102132675/102145648/101865160/102127262/102117596/102136995/102120608/101865554/102132578/101866335/101925111/102125140/102116249/102145776/102117220/102118376/102133452/101866144/102125232/102144285/101925271/102126674/102136689/101865529/102141630/101867063,33
Metabolism,Amino acid metabolism,mcf00380,Tryptophan metabolism - Macaca fascicularis (crab-eating macaque),9/1097,45/10949,0.2,1.996171376481313,2.234374163083096,0.032042918170732466,0.0694607774539749,0.03655830392314467,102131012/102146075/102129994/102119567/101925100/102122135/101925086/102139794/102142372,9
Organismal Systems,Excretory system,mcf04962,Vasopressin-regulated water reabsorption - Macaca fascicularis (crab-eating macaque),9/1097,45/10949,0.2,1.996171376481313,2.234374163083096,0.032042918170732466,0.0694607774539749,0.03655830392314467,101866905/102144117/101867466/101926461/102140490/101925741/102138451/102137773/101865173,9
Cellular Processes,Transport and catabolism,mcf04136,Autophagy - other - Macaca fascicularis (crab-eating macaque),7/1097,32/10949,0.21875,2.183312443026436,2.2368212087290105,0.03594925285678687,0.07742195252559934,0.040748396066104926,102136293/101925212/101926188/102125971/102140446/101926563/101865895,7
Organismal Systems,Immune system,mcf04658,Th1 and Th2 cell differentiation - Macaca fascicularis (crab-eating macaque),15/1097,91/10949,0.16483516483516483,1.6451961894076752,2.0622726293015607,0.036176329007497315,0.07742195252559934,0.040748396066104926,102134477/101864989/102142627/101926738/101867458/102115964/102118497/102119008/101926770/101925134/102138221/102140649/102145011/102133649/101925110,15
Metabolism,Metabolism of cofactors and vitamins,mcf00670,One carbon pool by folate - Macaca fascicularis (crab-eating macaque),8/1097,39/10949,0.20512820512820512,2.047355257929551,2.186363920972723,0.036706205446350414,0.07805876601249201,0.041083561059206325,101925793/102117049/101866727/101926844/102139165/102117536/101865874/102134491,8
Organismal Systems,Immune system,mcf04622,RIG-I-like receptor signaling pathway - Macaca fascicularis (crab-eating macaque),13/1097,76/10949,0.17105263157894737,1.707251835148491,2.0644990706871655,0.037691630649984355,0.07965023835468392,0.04192117808141259,102144792/102128025/102117091/102125971/101867458/102115964/102118497/101926770/102134229/102144774/102122979/102135560/101867233,13
Human Diseases,Neurodegenerative disease,mcf05012,Parkinson disease - Macaca fascicularis (crab-eating macaque),43/1097,327/10949,0.13149847094801223,1.3124674187874075,1.9141852887673223,0.038041090646734714,0.0798862903581429,0.042045415977969944,102121052/102124843/102132064/102117377/102136629/101925100/102130095/101926640/102137128/102135041/102140826/102119905/101925657/7857743/101926424/102143985/101926461/101926612/102116193/102118497/102134282/102116284/102115744/102117222/102135853/102117938/101926376/101865893/101865168/101926564/102135998/102137340/102134571/102137473/101865389/102140196/101865238/102123783/102134506/102127185/102116568/102137377/102118687,43
Human Diseases,Infectious disease: bacterial,mcf05152,Tuberculosis - Macaca fascicularis (crab-eating macaque),27/1097,190/10949,0.14210526315789473,1.4183322938156695,1.940978591283777,0.03927132777616098,0.08195755361981422,0.04313555453674432,102144792/102135140/101926553/102134477/102144117/102136293/102125635/101926738/102118522/102120986/102118497/102145713/102119008/101926423/101926770/102131731/101925134/101865168/102138221/102140649/102145011/102119735/102120328/102137473/102135101/102127536/102131412,27
Organismal Systems,Immune system,mcf04650,Natural killer cell mediated cytotoxicity - Macaca fascicularis (crab-eating macaque),19/1097,124/10949,0.1532258064516129,1.5293248448848766,1.9780063230449243,0.03964719875042398,0.0822312270379164,0.04327959317785073,101865181/102141214/102142026/102134477/101866246/101864918/101866436/102135875/101926738/102138313/102116992/101866132/102145713/102117471/102130539/102138221/102122725/102145011/102118276,19
Human Diseases,Endocrine and metabolic disease,mcf04934,Cushing syndrome - Macaca fascicularis (crab-eating macaque),23/1097,157/10949,0.1464968152866242,1.4621637471041462,1.9462706798473872,0.04023169161250108,0.0829315851644194,0.04364820271811547,102140874/102141214/102145859/102133756/101866436/102146984/101925838/102119905/102118770/101926489/102132310/102138724/101926461/102116470/101925220/101925741/102115744/102135329/102117938/102137661/102145011/101865389/102140615,23
Human Diseases,Neurodegenerative disease,mcf05014,Amyotrophic lateral sclerosis - Macaca fascicularis (crab-eating macaque),54/1097,426/10949,0.1267605633802817,1.2651790414318178,1.862870722825186,0.04075494005917578,0.08349792597489672,0.04394627682889301,102119641/102128025/101926470/102134477/102146075/102144117/102124843/102132064/102117377/102141308/102141152/102130095/101926640/102136293/102137128/102135041/102140826/101925657/7857743/101926424/101926738/101866847/101925060/101925647/101926612/102116193/102140446/102134282/102146787/101866146/102117222/101926185/101926770/102135853/102117938/102137773/102135998/101866278/102131143/101864872/102122718/102144774/102137340/102136360/101865895/102137473/102140196/101925076/102118605/101865238/102123783/101926715/102127185/102118687,54
NA,NA,mcf03272,Virion - Hepatitis viruses - Macaca fascicularis (crab-eating macaque),9/1097,48/10949,0.1875,1.8714106654512306,2.018918680813485,0.046391954765951496,0.09411593134180564,0.04953470070621349,102132387/102136275/102133935/102138724/102139656/102142022/102119735/102137049/101866060,9
Organismal Systems,Endocrine system,mcf04925,Aldosterone synthesis and secretion - Macaca fascicularis (crab-eating macaque),16/1097,102/10949,0.1568627450980392,1.565624609004951,1.915058604295373,0.04649775179386827,0.09411593134180564,0.04953470070621349,102124503/101866950/102144572/102135875/101925838/102116992/101926461/101925220/101925741/102115744/102120135/102117938/101865168/101865389/101864901/102140615,16
Metabolism,Carbohydrate metabolism,mcf00500,Starch and sucrose metabolism - Macaca fascicularis (crab-eating macaque),7/1097,34/10949,0.20588235294117646,2.054882299318998,2.0556070576176793,0.04829436924543647,0.097167114170459,0.05114058640550474,101865907/101865269/102123076/102144832/107126374/102145864/101865104,7
Human Diseases,Infectious disease: parasitic,mcf05146,Amoebiasis - Macaca fascicularis (crab-eating macaque),17/1097,111/10949,0.15315315315315314,1.5285997027109148,1.8677654484044393,0.04986515400815084,0.09941238346270023,0.05232230708563169,102131342/102142026/102137382/102144117/101866246/102135875/102127262/101925550/102116992/101926461/101925220/102145776/102122725/102125232/102132993/102127552/102140615,17
Cellular Processes,Transport and catabolism,mcf04146,Peroxisome - Macaca fascicularis (crab-eating macaque),14/1097,87/10949,0.16091954022988506,1.606114900617148,1.8939486258651599,0.0500020619202272,0.09941238346270023,0.05232230708563169,102134633/101866585/101865844/102146075/102132073/101865931/102132163/102130550/101925790/102123075/102138613/102140514/102144566/102118687,14
Genetic Information Processing,"Folding, sorting and degradation",mcf03050,Proteasome - Macaca fascicularis (crab-eating macaque),9/1097,49/10949,0.1836734693877551,1.833218611054267,1.950528316733706,0.051992456971635646,0.10276156201452692,0.0540850326392247,102124843/102130095/101926640/101926424/101926612/102119492/102137340/102123783/101925586,9
Genetic Information Processing,Transcription,mcf03022,Basal transcription factors - Macaca fascicularis (crab-eating macaque),8/1097,42/10949,0.19047619047619047,1.9011155966488693,1.952364947526956,0.05407209673872019,0.10624692692520457,0.055919435223791884,101864945/102122392/102130393/101867170/102122226/101865381/101926395/101926528,8
Environmental Information Processing,Signal transduction,mcf04630,JAK-STAT signaling pathway - Macaca fascicularis (crab-eating macaque),25/1097,179/10949,0.13966480446927373,1.3939744249171178,1.7733530273529483,0.05457671967391622,0.10658443730377008,0.05609707226514214,102135001/102135058/102142026/101866246/101926817/102135814/102138313/102138724/102121264/101867161/102119008/102135329/102117972/102131731/102127970/101925134/102143679/102138221/102122725/102117911/102118276/102133649/102127536/101925110/102116826,25
Metabolism,Glycan biosynthesis and metabolism,mcf00510,N-Glycan biosynthesis - Macaca fascicularis (crab-eating macaque),10/1097,57/10949,0.17543859649122806,1.7510275232292216,1.8969154384614433,0.05487829658795305,0.10658443730377008,0.05609707226514214,102123398/101864904/102131044/102136561/102123533/102121444/101866005/102126813/102143163/101865484,10
Metabolism,Carbohydrate metabolism,mcf00052,Galactose metabolism - Macaca fascicularis (crab-eating macaque),7/1097,35/10949,0.2,1.996171376481313,1.9696298289562657,0.0553629457084226,0.10690775723005744,0.05626724064739866,101865269/102131044/102140922/107126374/101865018/102145864/102122997,7
Human Diseases,Neurodegenerative disease,mcf05020,Prion disease - Macaca fascicularis (crab-eating macaque),41/1097,320/10949,0.128125,1.2787972880583407,1.688985173288601,0.05904064334594163,0.11335803522420793,0.0596621238022147,102142026/102134477/102125658/102137382/102132307/102124843/102132064/102117377/101866246/102133756/102130095/101926640/102137128/102135041/101925838/102140826/7857743/101926424/101926738/101926461/101926612/102125825/102118497/102134282/102115744/102117222/101926770/102117938/102122725/102145011/102137340/102137473/101865389/102140196/101865238/102136158/102123783/102124562/102127185/102116568/102118687,41
Metabolism,Metabolism of cofactors and vitamins,mcf00770,Pantothenate and CoA biosynthesis - Macaca fascicularis (crab-eating macaque),5/1097,22/10949,0.22727272727272727,2.26837656418331,1.9870902133509853,0.06236461675589303,0.11905972289761398,0.06266301205137577,102116182/102115196/102122135/102126026/102139620,5
Metabolism,Metabolism of cofactors and vitamins,mcf00790,Folate biosynthesis - Macaca fascicularis (crab-eating macaque),7/1097,36/10949,0.19444444444444445,1.940722171579054,1.8864663343866954,0.06304197653574684,0.11967290461023128,0.06298573926854277,102120844/101926551/101866909/102142023/101865018/102115421/102122997,7
Human Diseases,Infectious disease: viral,mcf05168,Herpes simplex virus 1 infection - Macaca fascicularis (crab-eating macaque),27/1097,200/10949,0.135,1.3474156791248861,1.6545842560418764,0.06665376177126117,0.1258183368266503,0.06622017727718436,102122830/102142026/102125658/102114969/102146944/102117377/101866246/102115793/101867458/101865975/102115964/102145713/102119008/101926185/102138168/102132060/101925134/102135998/102138221/102122725/102140649/102144774/102137473/102135560/102142346/101867173/102131412,27
Metabolism,Lipid metabolism,mcf00071,Fatty acid degradation - Macaca fascicularis (crab-eating macaque),8/1097,44/10949,0.18181818181818182,1.8147012513466478,1.8068428988809906,0.06814778828235278,0.12750801841983073,0.06710948337885828,101866585/102132163/102122135/102143422/101864984/102139794/102120901/102142372,8
NA,NA,mcf03273,Virion - Lassa virus and SFTS virus - Macaca fascicularis (crab-eating macaque),4/1097,16/10949,0.25,2.4952142206016408,1.9971111791130018,0.0686600203080557,0.12750801841983073,0.06710948337885828,102128886/102117220/102119735/102120328,4
Genetic Information Processing,Chromosome,mcf03083,Polycomb repressive complex - Macaca fascicularis (crab-eating macaque),13/1097,83/10949,0.1566265060240964,1.5632667406178955,1.7188057998940338,0.06868735516068263,0.12750801841983073,0.06710948337885828,101925446/102115361/102140080/102138544/102131731/102142242/102146395/101866582/101925147/102130547/102125039/102129655/102143778,13
Human Diseases,Infectious disease: parasitic,mcf05145,Toxoplasmosis - Macaca fascicularis (crab-eating macaque),17/1097,116/10949,0.14655172413793102,1.462711784490617,1.671759077290666,0.07014667624309953,0.12950155614110684,0.06815871375847726,102131393/102119905/101925060/101867458/101865975/102115964/102118497/102119008/102138168/101926770/101925134/102145776/102138221/102140649/102145011/101925271/102127536,17
Cellular Processes,Cell growth and death,mcf04215,Apoptosis - multiple species - Macaca fascicularis (crab-eating macaque),7/1097,37/10949,0.1891891891891892,1.8882702209958364,1.8059357391950812,0.0713364275373201,0.13097835875704675,0.0689359782931825,102140795/102131393/102115306/102118497/102138168/102127213/102137473,7
Metabolism,Glycan biosynthesis and metabolism,mcf00541,Biosynthesis of various nucleotide sugars - Macaca fascicularis (crab-eating macaque),5/1097,23/10949,0.21739130434782608,2.16975149617534,1.8738526439671785,0.07339025019498735,0.13342468050888487,0.07022351605730782,101866937/102142214/101865269/102145557/102125411,5
NA,NA,mcf04981,Folate transport and metabolism - Macaca fascicularis (crab-eating macaque),6/1097,30/10949,0.2,1.996171376481313,1.8231053255303522,0.07346299373257054,0.13342468050888487,0.07022351605730782,102117049/101926071/102117536/102144998/102115421/102134491,6
Metabolism,Lipid metabolism,mcf00561,Glycerolipid metabolism - Macaca fascicularis (crab-eating macaque),11/1097,68/10949,0.16176470588235295,1.614550378036356,1.6962351084581686,0.07419941052790548,0.13403764482460342,0.07054612885505444,102139823/102121798/102135864/102121522/102144145/102122135/102121328/102145183/102139794/101865018/102122997,11
Cellular Processes,Cell growth and death,mcf04217,Necroptosis - Macaca fascicularis (crab-eating macaque),23/1097,168/10949,0.13690476190476192,1.3664268350913749,1.5970587623942625,0.07550131305541874,0.13566011329743688,0.07140005963022994,102114767/101867183/101864918/102131393/101925205/101866865/102143695/102118497/102144832/102119008/102138168/102131403/101925134/102138221/101925040/102122692/102142532/102137049/101925579/101925453/101867233/101925110/102116568,23
Metabolism,Global and overview maps,mcf01200,Carbon metabolism - Macaca fascicularis (crab-eating macaque),18/1097,126/10949,0.14285714285714285,1.4258366974866519,1.604216707085521,0.0777255276870324,0.13891370905767494,0.07311247845140786,102146075/101865465/102132064/102129898/102136623/101925790/101865392/102122263/107126374/101867049/101926620/101866917/102129929/102127185/101925577/101866506/102145864/101865104,18
Human Diseases,Substance dependence,mcf05032,Morphine addiction - Macaca fascicularis (crab-eating macaque),14/1097,93/10949,0.15053763440860216,1.5024945844483,1.6238520170682618,0.07897283870760874,0.14039615770241554,0.0738927145802187,102135875/102133968/102123532/102119905/102137767/102146467/102116992/101926461/102125173/101925741/101925799/101925341/101926015/102122757,14
